exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
1646,Dumbbell Alternate Hammer Preacher Curl,biceps,upper arms,dumbbell,forearms,"Sit on a preacher bench with a dumbbell in each hand, palms facing your torso and arms fully extended. | Keep your upper arms stationary and exhale as you curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the recommended amount of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1646&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1646.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1646.jpg
1647,Dumbbell Alternate Preacher Curl,biceps,upper arms,dumbbell,forearms,"Sit on a preacher bench with a dumbbell in each hand, palms facing up. | Rest your upper arms on the pad of the preacher bench, allowing your arms to fully extend. | Keeping your upper arms stationary, exhale and curl the dumbbell in your right hand as you contract your biceps. | Continue to curl the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Pause for a moment, then inhale and slowly lower the dumbbell back to the starting position. | Repeat the movement with your left arm. | Continue alternating arms for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1647&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1647.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1647.jpg
1648,Dumbbell Alternate Seated Hammer Curl,biceps,upper arms,dumbbell,forearms,"Sit on a bench with a dumbbell in each hand, palms facing your torso and arms extended down. | Keep your back straight and your elbows close to your torso. | Exhale and curl the dumbbell in your right hand towards your shoulder, keeping your upper arm stationary. | Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Pause for a brief moment, then inhale and slowly lower the dumbbell back to the starting position. | Repeat the movement with your left arm. | Continue alternating arms for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1648&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1648.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1648.jpg
1649,Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,biceps,upper arms,"dumbbell, exercise ball","forearms, shoulders","Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward. | Place an exercise ball behind you and position one foot on top of it, keeping your balance. | With your arms fully extended and elbows close to your sides, curl one dumbbell towards your shoulder while keeping your upper arm stationary. | Lower the dumbbell back down to the starting position and repeat with the other arm. | Continue alternating arms for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1649&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1649.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1649.jpg
1650,Dumbbell Alternating Seated Bicep Curl On Exercise Ball,biceps,upper arms,dumbbell,forearms,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in each hand with your palms facing forward and your arms fully extended. | Keeping your upper arms stationary, exhale and curl one dumbbell while rotating your forearm until your palm is facing your shoulder. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat the curl with the other arm. | Continue alternating curls for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1650&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1650.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1650.jpg
1651,Dumbbell Bicep Curl Lunge With Bowling Motion,biceps,upper arms,dumbbell,"forearms, shoulders","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing forward. | Take a step forward with your right foot, bending your right knee and lowering your body into a lunge position. | As you lunge forward, curl the dumbbells up towards your shoulders, keeping your elbows close to your body. | At the bottom of the lunge, rotate your torso to the right, as if you were bowling a ball. | Reverse the motion, stepping back with your right foot and returning to the starting position while lowering the dumbbells back down. | Repeat the lunge and curl motion, this time rotating your torso to the left. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1651&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1651.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1651.jpg
1652,Dumbbell Bicep Curl On Exercise Ball With Leg Raised,biceps,upper arms,dumbbell,"forearms, shoulders","Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in each hand with your palms facing forward and your arms fully extended. | Slowly curl the dumbbells towards your shoulders, keeping your elbows close to your sides. | Pause for a moment at the top of the movement, then slowly lower the dumbbells back to the starting position. | While performing the bicep curl, raise one leg off the ground and hold it in the air for the duration of the exercise. | Repeat for the desired number of repetitions, then switch legs and repeat.",https://exercisedb.p.rapidapi.com/image?exerciseId=1652&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1652.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1652.jpg
1653,Dumbbell Bicep Curl With Stork Stance,biceps,upper arms,dumbbell,forearms,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward. | Extend one leg behind you, balancing on the toes of that foot. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions, then switch legs and repeat.",https://exercisedb.p.rapidapi.com/image?exerciseId=1653&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1653.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1653.jpg
1654,Dumbbell Biceps Curl Reverse,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing down and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1654&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1654.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1654.jpg
1655,Dumbbell Biceps Curl Squat,biceps,upper arms,dumbbell,forearms,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing forward. | Keeping your back straight and your elbows close to your sides, exhale and curl the dumbbells up towards your shoulders. | Pause for a moment at the top, squeezing your biceps. | Inhale and slowly lower the dumbbells back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1655&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1655.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1655.jpg
1656,Dumbbell Biceps Curl V Sit On Bosu Ball,biceps,upper arms,dumbbell,"forearms, shoulders","Sit on a bosu ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Hold a dumbbell in each hand with your palms facing forward and your arms fully extended down by your sides. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1656&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1656.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1656.jpg
1657,Dumbbell Cross Body Hammer Curl V. 2,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing your body. | Keep your elbows close to your torso and your upper arms stationary. | Exhale and curl the weights while contracting your biceps, bringing the dumbbells as close to your opposite shoulder as possible. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1657&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1657.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1657.jpg
1658,Dumbbell Lunge With Bicep Curl,biceps,upper arms,dumbbell,"quadriceps, hamstrings","Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing forward. | Take a step forward with your right foot, lowering your body into a lunge position. Your right knee should be bent at a 90-degree angle and your left knee should be hovering just above the ground. | As you lunge forward, simultaneously curl the dumbbells towards your shoulders, keeping your elbows close to your body. | Pause for a moment at the bottom of the lunge, then push through your right heel to return to the starting position, lowering the dumbbells back down to your sides. | Repeat the lunge and bicep curl on the opposite side, stepping forward with your left foot. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1658&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1658.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1658.jpg
1659,Dumbbell Hammer Curl On Exercise Ball,biceps,upper arms,"dumbbell, exercise ball",forearms,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in each hand with your palms facing your body and your arms fully extended. | Keeping your upper arms stationary, exhale and curl the dumbbells while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1659&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1659.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1659.jpg
1660,Dumbbell Kneeling Bicep Curl Exercise Ball,biceps,upper arms,"dumbbell, exercise ball",forearms,"Kneel on the floor with an exercise ball in front of you. | Place your elbows on top of the exercise ball, holding a dumbbell in each hand with your palms facing up. | Keeping your upper arms stationary, exhale and curl the dumbbells while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1660&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1660.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1660.jpg
1661,Dumbbell Lying Supine Biceps Curl,biceps,upper arms,dumbbell,forearms,"Lie flat on a bench with your back and head supported, and your feet flat on the ground. | Hold a dumbbell in each hand with your palms facing up and your arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1661&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1661.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1661.jpg
1662,Dumbbell Lying Wide Curl,biceps,upper arms,dumbbell,forearms,"Lie flat on a bench with a dumbbell in each hand, palms facing up and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1662&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1662.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1662.jpg
1663,Dumbbell One Arm Hammer Preacher Curl,biceps,upper arms,dumbbell,forearms,"Sit on a preacher bench with a dumbbell in one hand and your upper arm resting on the pad. | Hold the dumbbell with a neutral grip (palms facing your body). | Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. | Pause for a moment at the top, squeezing your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1663&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1663.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1663.jpg
1664,Dumbbell High Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing forward. | Keep your upper arms stationary and curl the dumbbells as high as possible while contracting your biceps. | Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1664&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1664.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1664.jpg
1665,Dumbbell One Arm Prone Curl,biceps,upper arms,dumbbell,forearms,"Lie face down on a flat bench with a dumbbell in one hand, palm facing down. | Extend your arm fully, letting it hang straight down towards the floor. | Keeping your upper arm stationary, curl the dumbbell up towards your shoulder by contracting your biceps. | Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1665&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1665.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1665.jpg
1666,Dumbbell One Arm Prone Hammer Curl,biceps,upper arms,dumbbell,forearms,"Lie face down on a flat bench with a dumbbell in one hand, palm facing your body and arm fully extended. | Keep your upper arm stationary and curl the dumbbell towards your shoulder, contracting your biceps. | Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1666&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1666.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1666.jpg
1667,Dumbbell One Arm Reverse Spider Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in one hand, palm facing down and arm fully extended. | Keeping your upper arm stationary, curl the dumbbell towards your shoulder by flexing your elbow. | Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1667&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1667.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1667.jpg
1668,Dumbbell One Arm Seated Bicep Curl On Exercise Ball,biceps,upper arms,dumbbell,forearms,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in one hand with your palm facing up and your arm fully extended. | Keeping your upper arm stationary, curl the dumbbell towards your shoulder by contracting your biceps. | Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1668&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1668.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1668.jpg
1669,Dumbbell One Arm Seated Hammer Curl,biceps,upper arms,dumbbell,forearms,"Sit on a bench with your back straight and feet flat on the ground. | Hold a dumbbell in one hand with a neutral grip (palms facing each other). | Rest your elbow on the inside of your thigh, just above the knee. | Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. | Pause for a moment at the top, squeezing your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1669&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1669.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1669.jpg
1670,Dumbbell One Arm Standing Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in one hand, palm facing forward and arm fully extended. | Keeping your upper arm stationary, exhale and curl the weight upward while contracting your biceps. | Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1670&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1670.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1670.jpg
1671,Dumbbell One Arm Standing Hammer Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing your torso. | Keep your elbows close to your torso and your upper arms stationary. | Exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1671&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1671.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1671.jpg
1672,Dumbbell One Arm Zottman Preacher Curl,biceps,upper arms,dumbbell,forearms,"Sit on a preacher curl bench and hold a dumbbell in one hand with an underhand grip. | Rest your upper arm on the preacher bench pad, allowing your arm to fully extend. | Curl the dumbbell up towards your shoulder, keeping your upper arm stationary. | At the top of the curl, rotate your wrist so that your palm faces up. | Slowly lower the dumbbell back down to the starting position, rotating your wrist back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1672&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1672.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1672.jpg
1673,Dumbbell Preacher Curl Over Exercise Ball,biceps,upper arms,dumbbell,forearms,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in one hand with an underhand grip, resting your elbow on the exercise ball. | Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. | Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1673&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1673.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1673.jpg
1674,Dumbbell Prone Incline Hammer Curl,biceps,upper arms,dumbbell,forearms,"Adjust the bench to a 45-degree incline. | Lie face down on the bench with a dumbbell in each hand, palms facing each other. | Allow your arms to hang straight down towards the floor, keeping your elbows slightly bent. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1674&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1674.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1674.jpg
1675,Dumbbell Reverse Spider Curl,biceps,upper arms,dumbbell,forearms,"Stand up straight with a dumbbell in each hand, palms facing your body and arms fully extended. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1675&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1675.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1675.jpg
1676,Dumbbell Seated Alternate Hammer Curl On Exercise Ball,biceps,upper arms,dumbbell,forearms,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in each hand with your palms facing your body and your arms fully extended. | Keeping your upper arms stationary, exhale and curl one dumbbell up towards your shoulder while keeping your palm facing your body. | Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly lower the dumbbell back to the starting position. | Repeat the movement with the opposite arm. | Continue alternating arms for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1676&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1676.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1676.jpg
1677,Dumbbell Seated Bicep Curl,biceps,upper arms,dumbbell,forearms,"Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up. | Keep your back straight and your elbows close to your torso. | Exhale and curl the dumbbells up towards your shoulders, contracting your biceps. | Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1677&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1677.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1677.jpg
1678,Dumbbell Seated Hammer Curl,biceps,upper arms,dumbbell,forearms,"Sit on a bench with a dumbbell in each hand, palms facing your torso and arms extended straight down. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1678&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1678.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1678.jpg
1679,Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,biceps,upper arms,dumbbell,"forearms, shoulders","Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in one hand with your palm facing up and your arm fully extended. | Place your other hand on your hip for stability. | Slowly curl the dumbbell towards your shoulder, keeping your upper arm stationary. | Pause for a moment at the top of the movement, squeezing your bicep. | Slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions. | Switch arms and repeat the exercise.",https://exercisedb.p.rapidapi.com/image?exerciseId=1679&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1679.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1679.jpg
1680,Dumbbell Standing One Arm Curl Over Incline Bench,biceps,upper arms,dumbbell,forearms,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand. | Place your other hand on an incline bench for support. | Keeping your upper arm stationary, curl the dumbbell towards your shoulder by contracting your biceps. | Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=1680&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1680.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1680.jpg
1682,Ez Bar Seated Close Grip Concentration Curl,biceps,upper arms,ez barbell,forearms,"Sit on a bench with your feet flat on the ground and hold an EZ barbell with an underhand grip. | Rest your elbow on the inside of your thigh, just above the knee. | Curl the barbell up towards your shoulder while keeping your upper arm stationary. | Squeeze your biceps at the top of the movement, then slowly lower the barbell back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1682&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1682.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1682.jpg
1683,Smith Machine Bicep Curl,biceps,upper arms,smith machine,forearms,"Adjust the height of the smith machine bar to be at waist level. | Stand facing the smith machine with your feet shoulder-width apart. | Grasp the bar with an underhand grip, hands slightly wider than shoulder-width apart. | Keep your elbows close to your sides and your upper arms stationary. | Exhale and curl the bar up towards your shoulders, contracting your biceps. | Pause for a moment at the top of the movement, squeezing your biceps. | Inhale and slowly lower the bar back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1683&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1683.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1683.jpg
1684,Dumbbell Step Up Single Leg Balance With Bicep Curl,biceps,upper arms,dumbbell,"quadriceps, glutes, hamstrings","Stand in front of a step or platform with a dumbbell in each hand, palms facing your body. | Place your right foot on the step, ensuring your entire foot is in contact with the surface. | Engage your core and push through your right heel to lift your body up onto the step, bringing your left knee up towards your chest. | At the top of the movement, perform a bicep curl by bending your elbows and bringing the dumbbells towards your shoulders. | Lower the dumbbells back down and simultaneously lower your left foot back to the ground. | Repeat the movement on the opposite side, stepping up with your left foot and curling the dumbbells. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1684&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1684.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1684.jpg
1685,Squat To Overhead Reach,quads,upper legs,body weight,"glutes, hamstrings, core","Stand with your feet shoulder-width apart and toes slightly turned out. | Lower your body down into a squat position by bending your knees and pushing your hips back. | As you come up from the squat, extend your arms overhead, reaching towards the ceiling. | Return to the starting position by lowering your arms and bending your knees to squat down again. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1685&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1685.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1685.jpg
1686,Squat To Overhead Reach With Twist,quads,upper legs,body weight,"glutes, hamstrings, core","Stand with your feet shoulder-width apart and toes slightly turned out. | Lower your body into a squat position by bending your knees and pushing your hips back. | As you come up from the squat, raise your arms overhead and twist your torso to one side. | Return to the starting position and repeat the squat, this time twisting your torso to the opposite side. | Continue alternating sides with each squat repetition.",https://exercisedb.p.rapidapi.com/image?exerciseId=1686&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1686.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1686.jpg
1687,Posterior Step To Overhead Reach,abs,waist,body weight,"glutes, hamstrings, quadriceps, shoulders","Stand with your feet hip-width apart and your arms by your sides. | Take a step back with your right foot, landing on the ball of your foot. | Bend your left knee and lower your body into a lunge position. | As you lower into the lunge, simultaneously reach your arms overhead. | Pause for a moment at the bottom of the lunge, then return to the starting position by pushing through your left heel and bringing your right foot forward. | Repeat the movement on the other side, stepping back with your left foot and bending your right knee. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1687&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1687.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1687.jpg
1688,Lunge With Twist,abs,waist,body weight,"quadriceps, glutes, hamstrings","Start by standing with your feet shoulder-width apart. | Take a step forward with your right foot, lowering your body into a lunge position. | As you lunge, twist your torso to the right, bringing your left elbow towards your right knee. | Pause for a moment, then return to the starting position. | Repeat on the other side, stepping forward with your left foot and twisting your torso to the left. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1688&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1688.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1688.jpg
1689,Push And Pull Bodyweight,pectorals,chest,body weight,"triceps, deltoids","Start in a push-up position with your hands slightly wider than shoulder-width apart and your body in a straight line. | Lower your chest towards the ground by bending your elbows, keeping your body straight. | Push through your palms to extend your arms and return to the starting position. | From the push-up position, pull your chest towards the ground by bending your elbows, keeping your body straight. | Push through your palms to extend your arms and return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1689&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1689.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1689.jpg
